Area,ED,Energy,SS,ResidueLength,PairNumber
5704.33,4818.5,-653.409,20,85,343
6033.63,4218.73,505.93,15,100,294
4769.59,1560.69,-1370.1,5,70,131
9158.11,26365.0,-3488.0,18,150,1114
4864.69,1578.49,-1167.1,6,70,131
6439.15,5190.48,-919.371,12,99,321
4022.74,2176.59,117846.0,179,54,165
15496.8,128042.0,-8414.0,251,325,5739
8995.02,16482.2,49190.8,49,160,976
4456.21,6739.94,-380.36,20,68,481
14135.1,66510.3,831241.0,148,254,2904
10532.6,18028.7,1200080000.0,71,183,931
9681.38,17489.0,-3214.0,93,159,936
4913.13,2363.47,-372.7,4,61,184
8057.78,16019.3,-973.149,99,134,970
8016.1,9714.74,-2837.18,188,135,587
10214.4,83983.0,-4047.0,141,244,4151
11102.1,27532.9,286889.0,47,214,1469
8826.07,25189.9,-2093.69,27,157,1519
15656.3,102638.0,315.026,38,283,3965
7991.83,4368.29,-2252.63,89,120,251
5214.47,2147.0,317.26,9,75,165
9012.03,28587.2,-611.557,22,156,1364
14275.7,104518.0,-8010.0,37,312,4345
9116.3,12158.9,1718.3,29,152,693
11698.4,47035.6,-4353.98,131,215,2188
9575.4,26349.8,-750.762,150,174,1415
6589.94,7229.24,-1095.6,16,118,426
9759.5,27193.6,-1809.73,90,158,1403
4304.59,655.275,-98.374,16,58,43
10036.9,40007.0,-2380.04,44,180,2054
3881.51,2092.88,488820.0,24,43,161
6245.4,4789.17,-2090.5,15,107,319
10245.4,34709.5,-2093.41,203,208,1691
11188.6,47305.7,-3876.39,94,190,2118
4732.69,4157.21,-1044.77,97,72,340
8440.02,10638.9,-2925.92,229,139,587
5504.4,4233.34,-819.4,14,88,292
14888.9,95031.2,79754.6,195,283,4064
5426.75,4456.21,-857.12,24,79,317
4817.62,2834.89,-1138.55,20,77,244
10118.7,26297.3,901050000.0,45,172,1412
4486.05,2349.61,-592.27,6,61,184
4522.42,1046.34,-690.37,28,62,102
11972.9,38705.3,-4528.45,193,198,1521
4277.64,1024.77,-1081.9,21,66,101
4415.4,1711.28,-777.26,6,61,134
13629.7,51760.6,-345.316,60,288,2334
12857.0,52380.4,-3915.24,129,215,2188
4293.11,708.455,-453.9,19,58,43
13740.5,46730.4,-1213.77,185,273,2061
8228.69,12957.6,8086.79,17,132,806
4267.14,1194.91,-540.67,13,59,101
4811.14,2132.34,65.951,5,75,165
13588.9,78886.0,-8101.0,194,349,3625
7712.24,13719.0,-3258.0,59,125,692
3765.62,2015.76,-423.242,4,43,161
6363.45,7116.35,-1880.86,15,95,427
16516.2,195641.0,-7910.17,163,390,7459
11727.0,46673.0,-250.722,132,223,2059
4928.85,3533.18,44908.4,20,60,243
16718.4,144890.0,-7168.29,275,362,0
8147.02,9651.8,-518.932,41,138,554
13666.3,52364.6,440435.0,184,288,2334
9531.61,39372.8,204449.0,73,196,1885
4042.44,6295.76,-126.25,35,68,481
11473.8,67436.0,-6321.0,35,300,3297
4268.36,725.495,-304.14,17,58,43
3694.13,571.211,-493.38,5,43,52
11522.9,92170.0,-7301.0,104,271,4246
11127.9,36442.0,-5757.0,104,196,1811
6480.3,1113.21,-1503.4,7,57,76
8417.11,12249.0,-2200.0,25,140,656
4385.99,3099.38,-1187.3,9,62,245
8142.31,21112.4,284.32,49,143,1203
3637.09,528.999,-623.49,5,43,52
9013.46,16421.5,-566.71,26,142,844
5781.88,7618.95,-1370.4,20,99,583
6205.38,6286.36,-1807.8,12,108,424
14231.2,87504.9,-6981.97,220,296,3464
12180.9,73788.1,-4974.31,24,249,3630
5952.93,5244.6,-958.75,7,105,371
7506.01,14431.6,213.1,36,127,802
6229.19,8129.6,-2749.4,11,106,549
6213.99,7290.48,-1297.98,80,93,545
23432.1,426135.0,-17336.0,119,538,14484
13035.2,92634.5,6390.2,202,273,4429
3838.34,2141.5,-808.649,181,54,165
9723.77,17299.8,-1919.36,30,172,973
12826.6,53314.0,-4067.0,88,253,2003
7669.23,7378.0,-2593.0,8,128,399
13478.3,95819.8,-50.8973,52,294,4249
9138.34,10631.8,-1160.92,139,139,587
11563.1,58336.8,-639.949,184,223,2822
6096.06,5100.07,-718.686,111,96,347
8913.96,12277.9,-137.13,31,152,693
21002.3,245444.0,-142.936,270,540,8870
11160.9,52731.2,-4467.07,125,224,2192
15407.5,101961.0,-1663.66,126,283,3965
14770.9,79313.8,10950.6,67,320,3466
11065.7,49174.9,-1705.66,90,190,2118
12209.4,36602.7,-1806.7,201,225,1755
8434.45,8885.74,1926.5,37,144,553
15081.1,153739.0,2436.3,103,310,6737
8560.29,14213.5,-3138.49,103,143,771
5711.87,1702.87,-1191.16,52,76,147
3991.57,748.815,-2028.6,13,54,64
12017.6,38344.3,-2248.81,24,235,1818
10505.3,59817.0,-5665.0,45,213,3051
7598.3,12711.9,841.115,10,123,726
8489.4,18481.8,-5241.7,16,146,891
3913.4,2054.56,-1288.9,3,63,184
9595.69,24235.1,1219210.0,34,177,1313
3723.87,569.643,-555.27,4,43,52
13797.3,90961.7,-1847.63,212,254,3885
14871.2,59379.5,-2440.5,166,305,2610
8974.0,16556.0,-4562.0,56,206,809
15694.1,162964.0,-7358.3,194,352,6744
14656.2,146535.0,-723.836,212,308,6057
5752.1,4372.97,-384.516,29,88,292
3238.11,1272.32,-313.271,40,40,100
9207.99,15307.0,-4511.0,83,160,735
6544.79,5193.13,-1003.58,61,86,367
15734.7,104475.0,-8409.0,168,350,4525
4578.38,2189.86,-1750.8,9,71,188
6470.33,5336.38,-756.96,8,99,321
10436.7,26980.9,4176.13,30,174,1415
4112.79,2614.86,-93.845,21,65,202
15717.0,157351.0,-9659.0,255,381,6071
5416.85,4064.01,-1546.68,82,88,318
3986.65,2181.93,-516.348,183,54,165
15659.9,160208.0,-600.471,253,352,6744
3884.03,567.67,-540.18,5,43,52
4660.69,2709.24,-545.17,19,65,202
4291.55,648.607,-690.33,16,58,43
8651.83,28786.0,-2696.0,28,161,1466
7244.49,13934.3,-1426.19,24,120,809
5075.63,3040.02,-2160.5,4,65,202
10277.0,17841.5,-2531.56,161,172,973
12069.4,60914.0,-5270.16,25,247,2754
3865.12,2246.71,-827.154,51,54,165
7563.29,15490.6,-994.201,87,134,970
6854.93,2013.95,23131.2,22,84,136
4588.94,2593.67,-1177.8,14,65,202
4838.02,2015.41,-505.09,15,75,165
8653.94,15991.8,-1446.99,112,160,976
8897.46,25385.8,-1212.92,33,157,1519
7198.18,5709.92,-1038.78,42,79,292
5727.13,2595.96,-3351.0,13,87,166
5750.7,1059.13,-1331.6,3,57,76
7153.05,17351.8,-2137.9,11,128,1065
9043.34,96542.0,-3050.0,21,207,4508
6429.68,11489.8,-602.108,257,102,764
3787.92,459.049,-842.27,1,36,35
11566.2,53824.5,-1598.31,123,209,2534
20780.1,203310.0,-11490.0,202,471,6077
3501.34,665.147,179.66,4,31,53
14927.1,78822.6,5875.24,259,336,3302
16177.5,157211.0,2459.8,99,310,6737
4627.73,1950.5,-1018.62,30,66,166
9974.28,33562.9,-1269.43,123,176,1922
9481.97,25713.8,-1467.98,29,174,1415
7635.49,14892.1,-297.16,31,127,802
23546.9,284485.0,-2025.14,311,468,9276
17565.7,143274.0,-6598.0,38,307,3387
9702.04,12302.0,-107.165,126,136,619
11730.3,33331.0,-101.657,106,204,1692
13018.1,95044.4,746123.0,175,273,4429
11664.6,38167.9,-2497.81,38,235,1818
5425.5,3632.87,263.057,10,85,269
13574.1,77027.1,-1441.34,180,264,3217
5793.63,7032.41,-743.088,78,93,545
6151.18,4813.65,33346.2,97,96,347
3867.25,798.34,-2117.4,13,54,64
8545.64,12426.0,329.632,117,136,619
3468.76,681.419,-214.74,5,31,53
8783.9,24143.0,-3999.0,76,155,1307
14263.2,173087.0,-6572.0,59,301,7444
3527.92,676.377,217.62,6,31,53
6338.12,5149.34,-2317.5,12,109,317
14541.5,79106.6,51593.0,202,320,3466
4301.73,433.419,1542.1,11,54,28
6175.38,7999.5,-3538.1,9,106,549
4269.95,6059.82,-740.83,12,68,481
4465.29,6247.23,514.32,21,68,481
6668.58,6663.46,-524.627,83,118,426
12045.1,98298.0,-7848.0,61,309,4910
4027.37,1451.08,-755.849,159,52,133
8754.11,27397.0,-4556.0,13,142,1255
6944.0,6678.62,-1229.91,4,95,372
3533.98,567.472,-75.993,13,43,52
6420.35,5297.47,-1466.9,51,79,292
8991.78,69150.0,-4800.0,71,206,3532
4885.26,7598.0,-1470.0,9,88,582
8206.32,26009.6,93.0059,54,156,1364
6587.2,6489.69,-1064.73,101,95,427
11061.3,56098.3,-843.999,173,209,2967
7016.42,5322.79,-1274.25,49,79,292
9162.69,9795.36,12818800.0,14,135,587
12506.6,57332.4,-1976.0,45,220,2461
3777.05,657.844,-472.28,18,58,43
15848.5,166101.0,-1954.4,46,320,6391
3639.82,1950.97,-428.812,5,43,161
11122.9,27392.0,-4897.0,47,225,1268
6000.84,4115.23,-83.298,12,100,294
14480.2,77984.3,8201.92,242,336,3302
4327.87,2104.21,-1268.6,8,71,188
4393.29,6053.99,84.196,11,67,481
25112.1,276631.0,-481.181,292,537,8350
6116.2,5290.87,-1777.1,8,105,371
14725.4,58542.7,8855.17,155,305,2610
16272.4,144946.0,355772.0,241,362,5847
12966.8,121213.0,-5715.0,47,253,4908
14152.6,43174.4,9871740.0,239,278,1938
4079.53,496.565,262.13,23,65,35
8099.65,32769.8,43352.7,19,148,1919
18688.6,200866.0,-6289.79,152,390,7459
8962.61,27511.3,-3283.39,106,166,1414
4533.38,2543.33,-1058.2,20,65,202
5203.12,3645.17,-1185.47,121,85,269
6285.72,5823.0,-2154.0,8,94,398
12182.7,77050.3,-1489.73,171,252,3882
5502.62,4438.66,-1419.18,20,88,292
9772.11,32144.0,-4762.0,118,197,1693
4701.62,2162.0,567.22,26,75,165
11681.9,47692.7,45396.7,132,215,2188
4648.77,2201.94,-1551.0,11,71,188
10938.0,32375.3,-1331.0,164,203,1580
15572.1,216334.0,-3773.13,266,336,8195
14061.9,141314.0,-4882.0,47,316,5745
11317.7,68546.9,-2446.83,50,247,3373
12054.0,62494.0,-4120.0,42,214,2672
5805.8,7678.64,-1644.3,16,99,583
6988.97,5315.49,-9.4752,49,79,292
5731.12,1144.44,-1334.8,2,57,76
6138.87,1090.07,-1378.1,6,57,76
10878.0,25961.0,-4002.0,28,178,1208
20311.0,356720.0,-16381.0,50,511,12358
3613.36,563.321,-909.33,5,43,52
7471.39,22485.0,-3800.0,13,133,1256
5885.09,5096.1,-1362.14,50,79,292
4308.51,2755.49,-692.38,36,65,202
5571.4,7105.0,-3007.0,31,101,486
5777.34,4533.48,-839.144,19,72,340
4245.22,2185.02,-944.027,20,54,165
18030.9,177266.0,-6215.76,247,403,6746
5378.54,3777.92,-1073.01,10,85,269
13577.3,142109.0,634.483,304,308,6057
5299.96,3097.46,-892.875,101,77,205
3689.09,534.575,-723.43,6,43,52
6469.06,10307.9,93175.6,22,109,689
13678.2,98062.5,3801.13,191,281,4061
15338.0,156565.0,1256.7,105,310,6737
3980.61,2086.48,-1683.3,4,63,184
3643.82,508.539,-743.92,4,36,35
12423.8,51665.0,-7282.0,56,302,2403
8629.04,27741.6,-1804.76,127,156,1521
6536.09,11346.4,-1374.75,161,111,651
19044.9,329789.0,-13765.0,90,493,10843
4917.67,4436.8,-1754.61,19,88,292
24861.9,263742.0,-2023.0,286,537,8350
10702.7,36594.0,-3261.06,165,225,1755
8671.43,14358.5,-1590.42,97,140,845
9159.1,21193.5,-1795.69,108,143,1017
5741.25,2612.83,596.67,3,81,169
18230.4,149092.0,-7832.0,64,382,5226
4458.52,2283.29,-772.82,4,61,184
11593.5,55459.0,-5079.0,46,243,2605
8052.35,12306.0,-3127.0,23,145,688
4469.76,1037.51,-1083.7,24,66,101
15554.1,75436.5,47516.6,261,336,3302
5354.58,1086.61,-1714.3,4,57,76
8272.03,21352.3,1012.2,38,143,1203
7664.01,9176.05,-1087.04,20,138,554
6177.5,8175.53,-3623.9,10,106,549
5195.46,4475.87,-963.72,17,85,346
17292.3,219612.0,-16166.0,182,459,8347
5327.57,4216.27,-868.711,16,88,292
13619.9,91846.0,-9962.0,99,314,4251
3979.1,2314.68,-545.29,25,63,184
11249.9,37437.1,-1295.06,85,166,1414
3580.73,340.039,867.31,11,54,28
5733.21,2547.86,520.82,2,81,169
4339.44,2179.49,-1002.9,7,61,184
3562.9,551.725,-442.17,8,43,52
7501.75,11028.8,68399.4,199,114,689
13998.4,140817.0,3061.7,282,308,6057
5602.61,1775.42,-1414.33,43,71,103
12407.4,57885.0,-7468.0,42,268,2607
7429.51,15016.1,97087.2,119,134,970
4209.83,6469.85,1108.3,38,68,481
7097.47,18279.0,-3259.0,26,144,1158
7280.89,13411.0,5501.98,187,96,804
6219.64,7813.29,-1962.5,23,102,517
11865.0,53956.4,-3065.0,42,220,2461
12740.1,75963.4,-175.032,176,262,3211
6090.58,7351.58,-1328.42,80,93,545
3658.17,368.342,1003.3,5,54,28
4607.93,1091.57,-563.91,28,62,102
16334.4,136706.0,7739210.0,197,279,5626
3679.6,542.217,-429.55,5,43,52
10798.3,37565.6,-4833.26,160,216,1994
3519.29,386.269,1281.3,11,54,28
3403.45,662.048,241.79,2,31,53
10625.8,40607.2,-1972.2,45,180,2054
10384.4,30508.0,-3473.0,34,207,1521
23909.5,583113.0,-14197.0,480,586,19428
22885.1,266756.0,-6835.18,301,540,8870
3578.44,2074.6,-359.22,6,43,161
4084.91,6223.98,-537.73,16,68,481
4913.83,6897.09,-428.87,15,68,481
3867.64,412.544,1539.9,11,54,28
20784.7,244568.0,-5635.24,274,540,8870
8655.41,8793.44,2569.5,48,144,553
11104.7,64963.0,-6135.0,45,238,3293
6045.78,10328.2,-2247.88,22,109,689
6262.83,3513.0,-3010.0,7,77,167
7263.74,11203.1,112323.0,98,114,689
14744.9,98681.0,-11223.0,54,337,4350
6834.39,5439.32,-1002.67,51,79,292
12322.5,36703.9,-2354.92,18,225,1755
4314.47,2526.08,-1094.3,28,65,202
3802.47,536.996,-511.15,7,43,52
11429.2,40005.0,-5264.0,33,228,1933
9228.17,54961.0,-4459.0,6,146,2311
4709.68,2393.84,-855.96,2,61,184
16597.9,179843.0,23705300.0,79,367,7087
22121.9,404936.0,-1336.74,77,473,14125
4375.9,959.045,-609.53,4,55,88
11401.2,51307.2,3508.55,103,209,2534
9743.81,26467.0,-3981.0,13,166,1403
6220.12,7439.96,-488.775,14,93,545
9058.21,16891.0,-527.442,21,142,844
18637.0,298645.0,-14203.0,88,499,10980
18032.5,180964.0,84653400.0,86,367,7087
8380.32,8352.0,-2402.0,31,142,485
11403.9,32133.5,91793.8,129,203,1580
6857.82,8052.36,-3191.1,11,117,427
7432.88,17798.9,-1790.7,14,128,1065
17466.3,241417.0,-9446.0,56,378,7474
10654.7,41856.2,-3603.12,162,227,2059
12846.2,94026.6,-264.544,184,273,4429
4261.66,1701.74,-911.39,6,61,134
13841.6,98430.3,231928.0,201,281,4061
4310.85,554.234,137.62,22,65,35
5309.47,4285.67,-1156.55,18,79,317
16277.3,95702.0,-5959.0,94,339,3545
6981.71,8698.0,-2918.0,20,119,522
4326.92,6236.93,-851.44,15,68,481
3469.25,701.3,-3.8099,6,31,53
11906.3,45156.9,1666.59,149,273,2061
12229.0,53597.5,1220.1,47,220,2461
4000.37,2202.24,-933.724,183,54,165
3621.08,1338.95,129838.0,1,40,100
5628.25,4601.71,-1157.9,16,98,294
8216.53,9437.34,-2024.87,14,135,587
8443.11,16010.4,-1835.79,48,160,976
5071.85,1543.07,-1468.96,31,71,103
4012.62,511.731,513.55,20,65,35
12909.4,73917.5,-1772.82,34,247,3630
5657.59,5428.0,-2278.0,12,99,345
5725.41,6072.01,-1361.9,9,89,425
5551.64,2660.66,491.43,3,81,169
5612.3,2609.04,348.33,5,81,169
4522.79,991.61,-1089.0,21,66,101
5927.59,10546.7,235285000.0,22,102,764
9593.07,39499.8,-805.669,69,196,1885
6965.25,4512.37,-2156.9,5,110,294
5929.83,4161.12,137.76,19,100,294
4363.33,6052.89,-47.558,20,68,481
3371.38,670.749,93.748,7,31,53
4134.87,6664.01,192.46,21,68,481
8784.25,13732.5,3737.58,34,143,771
6271.98,14716.5,1661.13,165,119,931
9056.8,20655.5,3001380.0,133,152,1165
6994.17,13683.2,-2927.8,17,118,762
9543.06,39777.1,-3793.06,79,196,1885
11766.9,58730.0,-5731.0,77,243,2679
10958.8,38445.7,556883.0,25,205,1751
8489.43,15640.9,-2885.7,30,141,932
8978.12,13881.9,-174.026,24,148,729
16585.2,159779.0,1034.46,203,352,6744
7965.6,9760.91,-2525.15,202,130,490
12991.8,61410.0,-434.921,193,214,2600
6711.41,7150.28,360054.0,60,90,405
12719.6,33670.0,-6539.0,66,235,1365
8322.41,33050.6,2783250.0,92,148,1919
4236.2,1047.4,-1393.5,26,66,101
5068.86,4579.0,-2693.0,11,88,321
6255.22,10290.1,-1856.3,24,109,689
6144.3,8034.82,-3243.1,4,106,549
10719.7,47766.8,-1948.15,70,190,2118
16013.5,158878.0,-9898.0,50,347,5642
5727.97,3544.71,-935.24,61,85,269
9455.54,12129.3,8781570.0,32,136,619
6096.52,2201.29,327736.0,18,82,185
12616.1,37092.8,-1440.82,197,225,1755
5096.46,2110.36,-475.77,11,75,165
7325.61,12529.0,-3098.0,29,131,730
12748.9,46877.9,6197560.0,119,215,2188
3894.2,726.603,41.327,11,58,43
3791.77,522.114,-826.9,5,43,52
3933.47,614.711,-545.71,18,58,43
14630.2,86207.7,481.616,64,298,3369
5692.11,4469.77,-941.637,19,79,317
4246.9,2122.42,-1223.7,10,71,188
14834.5,59842.0,190.738,77,305,2610
6627.09,7727.19,1878.68,59,90,405
5541.51,4951.2,-1229.0,13,85,346
12598.7,46085.4,678.794,177,273,2061
6508.41,5867.49,-261.63,17,105,371
15516.9,157868.0,4069.5,119,310,6737
8761.29,20578.0,-3896.0,145,157,1161
6727.84,7135.83,-2265.56,70,118,426
13474.6,76926.0,-8611.0,179,284,2907
5693.33,2726.0,-4101.0,19,96,204
8470.85,14313.0,-1498.27,99,140,845
14037.4,134952.0,266033.0,212,279,5626
7747.66,13249.3,-2645.3,2,125,694
4818.06,1274.89,-1543.05,36,71,103
6067.11,4207.31,-483.32,13,100,294
12680.4,53854.0,-4702.0,41,245,2598
9090.0,28869.5,-1111.68,150,179,1626
13920.9,90571.0,-5891.0,222,322,3800
23758.1,316148.0,284.984,297,540,8870
11999.9,69601.9,1274960000.0,96,247,3373
13306.8,63195.5,5371.7,44,279,2979
13866.4,45883.0,-7281.0,128,279,2061
7285.61,12475.7,-1727.63,142,123,726
24621.9,346757.0,-13928.0,100,634,10694
3615.19,555.951,-543.22,7,43,52
12285.1,49009.0,-3182.16,131,215,2188
6064.46,4007.74,-1224.5,12,100,294
5526.48,4027.0,-2584.0,5,90,317
4219.25,1214.79,-1058.4,13,59,101
9705.15,30720.1,-1582.39,232,171,1747
6238.79,12983.9,-1142.5,20,103,883
5386.68,4296.01,-1439.77,24,79,317
4991.64,2104.13,-222.5,5,75,165
10088.2,41298.7,-3923.78,67,196,1885
5247.99,3066.03,-890.44,91,67,224
4698.55,2727.66,-1398.5,12,65,202
4052.06,2140.74,1536950.0,183,54,165
6185.61,7882.99,-644.9,28,99,583
18878.3,159020.0,96449700.0,145,359,6068
5199.96,3437.5,-851.668,156,71,249
12088.0,54902.0,-3058.7,49,220,2461
15002.6,82164.1,-3655.08,124,223,2059
6852.15,12173.0,-231.121,213,105,765
7944.4,10611.5,-2813.46,23,140,590
13576.5,82812.2,-4450.12,88,272,3539
9552.09,19342.3,1280900.0,39,157,1113
3799.84,640.668,-769.26,24,50,42
15224.6,166551.0,-2673.89,52,320,6391
6876.21,7818.7,-2731.4,11,117,427
4262.98,2757.16,-1891.8,26,65,202
8057.33,25382.7,-2951.41,30,156,1364
13503.0,91207.7,-1851.57,226,254,3885
10415.4,28956.0,-4698.0,35,223,1578
10012.0,17688.0,-3304.0,77,159,1015
11073.4,49010.9,-1541.24,79,190,2118
6180.1,8077.76,-3816.2,9,106,549
6795.87,5315.5,-987.342,191,107,346
4223.22,691.155,-322.56,17,58,43
4329.14,3092.51,-1323.5,9,62,245
7338.38,13965.4,183793.0,26,120,809
13558.6,61963.7,8408310.0,173,223,2822
4120.87,6207.1,112.03,19,68,481
3982.36,384.567,528.25,7,54,28
12179.3,37070.9,-3013.78,46,205,1751
5975.62,7503.7,5299.41,62,90,405
3632.66,475.529,-780.53,4,36,35
3641.17,468.787,-827.48,2,36,35
14501.1,63338.0,-2017.71,165,233,2897
8741.44,11232.1,-1091.02,118,156,654
5522.21,1128.32,-1254.3,3,57,76
19930.9,277057.0,7302.55,296,420,9137
13521.1,80517.3,-5854.91,56,272,3539
9873.51,20493.6,-1404.97,24,157,1113
4338.63,712.344,-33.49,12,58,43
8302.25,8002.0,-4201.0,55,148,488
3408.61,698.306,381.12,6,31,53
12541.1,74422.3,-2228.79,30,249,3630
12684.9,48877.4,749789.0,199,262,2394
6856.92,13165.9,-848.852,21,96,804
9201.78,12259.5,-1555.08,11,117,519
9054.32,21634.0,-3734.0,29,149,1025
6999.55,4036.99,-1720.17,87,101,249
11677.3,73769.0,-4926.2,23,249,3630
14682.9,135434.0,-2034.7,203,279,5626
6819.5,7956.8,-2779.4,12,117,427
9869.94,20545.2,-2654.75,32,157,1113
5590.31,2540.51,537.9,16,81,169
14388.7,67810.7,-1274.84,110,224,2192
8259.88,33923.2,1055790000.0,54,148,1919
3661.95,721.525,110.0,6,31,53
4486.32,2780.5,-544.48,32,65,202
12533.8,71452.8,-809.726,158,262,3211
4112.24,2326.91,-828.37,12,63,184
15557.2,81127.5,-612.305,280,320,3466
10478.5,43698.4,-1989.23,130,197,2257
14942.3,142510.0,-9326.26,234,371,5742
4952.33,1585.27,-1345.9,6,70,131
9120.48,12053.3,-1221.57,132,136,619
10286.4,33484.6,239.874,225,171,1747
7608.32,14960.0,-3181.0,68,145,851
6461.85,10317.7,-1820.71,23,109,689
7409.61,16920.0,-2584.0,45,130,932
4226.51,718.803,-534.0,14,58,43
7034.42,13415.3,-561.17,18,96,804
4185.95,2719.87,-703.82,27,65,202
8394.37,14579.9,-678.146,24,140,845
9078.51,23430.0,-5937.0,75,177,1264
7629.08,12413.9,-419.17,33,130,694
7171.68,4058.54,17246.3,7,101,249
5481.34,10894.2,-1163.19,254,102,764
4767.76,1626.72,-1522.6,5,70,131
8862.85,10629.5,-827.926,23,139,587
8922.29,19533.9,-1158.77,125,151,1023
3694.53,523.868,-792.13,3,43,52
4207.41,1665.56,-699.28,4,61,134
4586.05,1048.87,-694.3,28,62,102
12583.2,80714.9,-1304.05,164,252,3882
11925.5,54558.7,-1504.3,45,220,2461
6478.58,10782.8,-106.183,258,102,764
14119.4,120748.0,-8282.0,26,304,4917
18424.4,173398.0,881.858,237,403,6746
9085.12,34207.0,-3850.0,34,151,1307
14628.8,161688.0,-7827.22,66,362,6628
9638.88,26454.2,20540.1,136,158,1403
4802.86,536.619,330.77,19,65,35
10353.7,27928.0,-1052.84,147,158,1403
4025.5,2106.96,-1460.1,5,63,184
7574.29,13794.8,-410.15,16,127,802
3872.58,1225.7,-737.56,9,55,88
4518.93,2664.17,-683.31,21,65,202
3789.9,541.264,-628.07,5,43,52
14871.2,59379.5,-2440.5,160,305,2610
9339.12,28969.9,-784.118,30,156,1364
7620.87,26558.2,1886970.0,21,156,1521
4393.19,581.198,21.073,26,65,35
9111.87,17728.0,-4132.0,85,191,1024
4628.4,2351.0,-890.3,11,63,184
4043.51,756.706,-1683.9,13,54,64
10590.2,23249.5,979.763,36,176,1313
9645.19,21778.1,-1238.62,34,163,1162
12685.0,78990.0,-4211.0,35,228,2978
7162.38,14148.8,25355.2,103,120,809
11165.2,62912.0,-4330.0,55,205,2749
9051.81,18105.0,-2767.0,108,166,940
11782.4,24609.0,-4259.0,143,197,1212
7198.24,4049.34,35503.0,89,101,249
25677.8,378161.0,-17270.0,98,537,11893
3525.98,701.573,348.27,5,31,53
21913.4,281091.0,-8442.23,260,468,9276
4442.02,2250.53,-1162.1,15,63,184
3453.53,1393.14,-626.772,2,40,100
10885.1,27380.7,-4123.69,49,214,1469
3590.39,588.214,-257.14,14,43,52
8494.28,9915.42,-1277.95,92,138,554
13658.1,60692.7,-688.494,26,247,2754
15954.3,77586.2,1954.04,125,336,3302
5438.54,5592.38,-1535.4,5,89,425
6781.49,9161.0,-1260.0,19,122,620
6589.42,5185.55,-1183.45,51,79,292
5642.41,7899.63,-1896.2,20,99,583
4165.12,408.777,848.48,11,54,28
6861.91,3497.9,177.77,23,101,206
11149.8,26813.1,122517.0,37,214,1469
21189.4,323329.0,-14776.0,91,498,11583
8288.48,21321.4,-186.6,38,143,1203
4294.03,2775.83,-774.88,28,65,202
6906.49,9918.1,1310.7,24,115,547
3967.74,651.543,-743.45,19,58,43
4075.91,1629.17,-448.69,8,61,134
23662.8,295521.0,-718.402,292,468,9276
10980.8,38277.6,-1325.24,155,205,1751
12235.6,78397.7,-1168.06,57,272,3539
3523.67,582.275,239.36,16,43,52
4219.69,650.336,-179.31,19,58,43
10435.1,32316.0,-5761.0,153,191,1634
5806.04,7100.77,-1710.76,80,93,545
15917.4,168880.0,-4963.05,214,287,6171
11162.9,39451.8,-4031.22,141,219,1875
14012.7,91518.0,-6982.0,32,316,3980
11958.3,68947.6,4359.27,199,247,3373
20515.5,544343.0,-13284.0,104,457,15149
9186.08,12328.5,-1266.7,208,117,519
8383.52,9758.55,-1837.09,203,130,490
5626.48,1088.05,-1581.0,10,57,76
4222.63,6685.53,-196.72,15,68,481
15681.4,88611.5,1189.86,106,301,3369
4468.64,2735.55,-692.423,98,67,224
6660.06,5161.39,-712.436,19,96,347
12865.5,94460.5,-3326.17,195,273,4429
15835.3,142954.0,1470980.0,236,362,5847
18097.1,447557.0,-11461.0,67,456,15861
12658.2,70928.0,-5409.0,43,244,3461
4002.96,375.81,1388.2,11,54,28
4543.64,1013.95,-752.56,28,62,102
10226.0,30608.5,-1232.35,226,171,1747
4162.8,1687.31,-572.52,4,61,134
13361.9,46943.8,-1962.47,179,273,2061
4310.66,2535.91,-715.38,28,63,184
4149.92,2619.98,2389.9,16,65,202
6245.89,7967.86,-3542.3,4,106,549
14925.2,137653.0,-8015.0,139,341,5849
12390.7,60627.2,17000.2,236,237,2672
3624.26,708.066,24.331,5,31,53
3327.35,1915.74,45856.5,6,43,161
9841.96,14423.7,-1053.89,105,148,729
7574.84,11216.4,-2334.0,20,121,622
17572.6,352221.0,-14369.0,104,450,13308
15638.6,100376.0,-2931.21,38,281,3974
14113.6,127942.0,-9775.0,191,300,5011
5409.25,1025.9,-1344.9,6,57,76
8727.23,14682.4,-940.841,22,140,845
3611.41,558.699,47.795,14,43,52
4294.49,6334.05,416.0,14,67,481
7221.15,8661.32,47420.5,138,95,543
12458.0,78883.5,-4348.68,46,272,3539
11075.3,48483.0,18306.5,94,190,2118
7961.65,20239.2,1102.0,42,143,1203
9428.37,26916.0,-5420.0,96,166,1519
7246.77,6387.57,12531.3,37,104,368
7300.77,12612.1,-1693.72,15,123,726
10241.3,27186.4,-649.779,152,158,1403
9037.86,12338.4,-1159.38,206,117,519
13952.5,141412.0,-33.6109,212,308,6057
7776.29,12491.6,-711.115,257,102,764
9964.92,12858.0,-3425.0,32,160,623
3325.17,666.4,105.48,2,31,53
11855.0,33411.1,-2957.25,131,234,1581
12154.8,71392.2,-418.666,159,262,3211
5067.25,3003.6,-2434.2,4,65,202
3785.5,546.225,-714.4,7,43,52
15847.3,251160.0,-7825.0,105,387,10383
13672.0,76606.0,-4133.0,34,246,2680
15311.4,60006.3,-1218.01,79,305,2610
4821.44,2997.13,-316.17,38,65,202
